name,lang,id,n,size(B),cpu(s),mem(KB),status,load,elapsed(s),busy(s),started(s)
binarytrees,php,2,7,429,0.030,19832,0,4% 1% 0% 1%,0.616,0.050,0.000
binarytrees,php,2,14,429,0.255,19832,0,0% 4% 0% 100%,0.255,0.265,0.000
binarytrees,php,2,21,429,63.225,748652,0,48% 51% 0% 0%,63.236,63.552,0.000
binarytrees,php,2,21,429,62.987,748784,0,0% 100% 0% 0%,62.994,63.372,0.000
binarytrees,php,2,21,429,63.120,748784,0,0% 0% 0% 100%,63.126,63.441,0.000
binarytrees,php,2,21,429,62.940,748524,0,0% 0% 95% 4%,62.946,63.261,0.000
binarytrees,php,2,21,429,63.967,748784,0,0% 100% 0% 0%,63.972,64.164,0.000
binarytrees,php,2,21,429,63.254,748784,0,0% 0% 0% 100%,63.260,63.640,0.000
binarytrees,csharpcore,1,7,668,0.120,31108,0,1% 1% 3% 20%,0.545,0.151,0.000
binarytrees,csharpcore,1,14,668,0.265,121908,0,40% 42% 80% 33%,0.149,0.293,0.000
binarytrees,csharpcore,1,21,668,17.536,2077664,0,93% 79% 77% 75%,5.420,17.723,0.000
binarytrees,csharpcore,1,21,668,16.880,1927092,0,76% 90% 79% 78%,5.229,17.006,0.000
binarytrees,csharpcore,1,21,668,16.941,1946448,0,91% 76% 76% 75%,5.368,17.146,0.000
binarytrees,csharpcore,1,21,668,17.409,2107524,0,78% 91% 76% 75%,5.491,17.643,0.000
binarytrees,csharpcore,1,21,668,17.224,2057032,0,93% 75% 76% 78%,5.340,17.355,0.000
binarytrees,csharpcore,1,21,668,16.945,1924924,0,76% 89% 79% 78%,5.272,17.108,0.000
binarytrees,csharpaot,3,7,688,0.028,19680,0,5% 5% 0% 5%,0.199,0.031,0.000
binarytrees,csharpaot,3,14,688,0.123,55168,0,50% 60% 50% 66%,0.050,0.114,0.000
binarytrees,csharpaot,3,21,688,14.652,1937048,0,77% 76% 75% 87%,4.670,14.803,0.000
binarytrees,csharpaot,3,21,688,14.366,1867460,0,78% 81% 86% 78%,4.464,14.527,0.000
binarytrees,csharpaot,3,21,688,14.251,2022536,0,77% 79% 76% 86%,4.525,14.480,0.000
binarytrees,csharpaot,3,21,688,15.220,1970632,0,81% 77% 83% 79%,4.765,15.376,0.000
binarytrees,csharpaot,3,21,688,14.970,1946964,0,82% 77% 77% 88%,4.628,15.119,0.000
binarytrees,csharpaot,3,21,688,14.783,1910924,0,77% 79% 84% 77%,4.683,14.911,0.000
binarytrees,gpp,1,7,760,0.006,19684,0,0% 0% 0% 0%,0.054,0.000,0.000
binarytrees,gpp,1,14,760,0.023,19684,0,50% 0% 66% 100%,0.015,0.032,0.000
binarytrees,gpp,1,21,760,9.397,2059084,0,93% 86% 85% 84%,2.712,9.481,0.000
binarytrees,gpp,1,21,760,9.428,2068612,0,85% 86% 84% 93%,2.729,9.554,0.000
binarytrees,gpp,1,21,760,9.344,1772400,0,86% 93% 86% 84%,2.684,9.435,0.000
binarytrees,gpp,1,21,760,9.352,1876724,0,93% 87% 85% 85%,2.690,9.468,0.000
binarytrees,gpp,1,21,760,9.397,1962764,0,84% 94% 84% 84%,2.722,9.458,0.000
binarytrees,gpp,1,21,760,9.386,1805396,0,84% 85% 94% 87%,2.696,9.498,0.000
binarytrees,go,1,7,488,0.004,19980,0,0% 0% 0% 100%,0.004,0.004,0.000
binarytrees,go,1,14,488,0.313,19980,0,44% 20% 33% 36%,0.251,0.335,0.000
binarytrees,go,1,21,488,59.564,239340,0,40% 44% 51% 50%,32.083,59.803,0.000
binarytrees,go,1,21,488,59.745,234932,0,46% 47% 48% 44%,32.051,60.000,0.000
binarytrees,go,1,21,488,59.789,235952,0,48% 46% 44% 49%,32.021,60.104,0.000
binarytrees,go,1,21,488,59.893,239196,0,45% 44% 50% 47%,31.997,60.186,0.000
binarytrees,go,1,21,488,59.656,243020,0,48% 46% 50% 42%,32.015,59.836,0.000
binarytrees,go,1,21,488,59.711,227348,0,48% 47% 44% 47%,32.051,60.063,0.000
binarytrees,gpp,4,7,1276,0.000,0,-11,%,0.000,0.000,0.000
binarytrees,gpp,4,14,1276,0.000,0,-11,%,0.000,0.000,0.000
binarytrees,gpp,4,21,1276,0.000,0,-11,%,0.000,0.000,0.000
binarytrees,openj9,7,7,841,0.531,53488,0,7% 2% 14% 10%,1.633,0.568,0.000
binarytrees,openj9,7,14,841,0.370,64436,0,11% 40% 88% 14%,0.261,0.404,0.000
binarytrees,openj9,7,21,841,7.851,1158824,0,80% 75% 84% 90%,2.400,7.928,0.000
binarytrees,openj9,7,21,841,7.694,1145968,0,84% 75% 85% 77%,2.393,7.738,0.000
binarytrees,openj9,7,21,841,7.236,1070568,0,86% 81% 74% 85%,2.226,7.282,0.000
binarytrees,openj9,7,21,841,7.032,1147260,0,85% 75% 87% 74%,2.220,7.162,0.000
binarytrees,openj9,7,21,841,7.418,1061384,0,86% 74% 86% 78%,2.299,7.498,0.000
binarytrees,openj9,7,21,841,7.256,1160464,0,77% 76% 85% 85%,2.270,7.338,0.000
binarytrees,ruby,3,7,407,0.186,21120,0,4% 19% 1% 0%,0.826,0.211,0.000
binarytrees,ruby,3,14,407,0.374,25672,0,100% 0% 0% 0%,0.375,0.375,0.000
binarytrees,ruby,3,21,407,50.491,616668,0,16% 83% 0% 0%,50.505,51.061,0.000
binarytrees,ruby,3,21,407,50.472,515912,0,0% 0% 0% 100%,50.485,50.787,0.000
binarytrees,ruby,3,21,407,49.876,516560,0,0% 0% 0% 100%,49.889,50.288,0.000
binarytrees,ruby,3,21,407,50.635,515792,0,0% 0% 0% 100%,50.648,51.003,0.000
binarytrees,ruby,3,21,407,50.560,515792,0,0% 0% 100% 0%,50.574,50.877,0.000
binarytrees,ruby,3,21,407,50.568,616792,0,0% 0% 0% 100%,50.581,50.783,0.000
binarytrees,dartjit,5,7,1023,1.204,155160,0,15% 6% 5% 12%,3.071,1.259,0.000
binarytrees,dartjit,5,14,1023,0.866,188580,0,41% 28% 76% 22%,0.524,0.886,0.000
binarytrees,dartjit,5,21,1023,38.772,616352,0,64% 62% 60% 62%,15.598,39.009,0.000
binarytrees,dartjit,5,21,1023,39.334,599196,0,58% 60% 60% 71%,15.857,39.722,0.000
binarytrees,dartjit,5,21,1023,39.169,638224,0,61% 62% 64% 62%,15.705,39.560,0.000
binarytrees,dartjit,5,21,1023,39.450,611688,0,66% 62% 60% 62%,15.828,39.823,0.000
binarytrees,dartjit,5,21,1023,39.614,603636,0,60% 64% 60% 66%,15.856,40.005,0.000
binarytrees,dartjit,5,21,1023,39.200,596372,0,61% 63% 62% 64%,15.836,39.732,0.000
binarytrees,julia,2,7,430,7.880,329120,0,54% 35% 42% 33%,16.394,27.214,0.000
binarytrees,julia,2,14,430,25.809,354996,0,75% 80% 69% 81%,8.500,26.071,0.000
binarytrees,julia,2,21,430,26.354,498876,0,34% 37% 90% 27%,18.735,35.447,0.000
binarytrees,julia,2,21,430,26.951,649604,0,55% 37% 32% 76%,18.132,36.499,0.000
binarytrees,julia,2,21,430,26.684,507004,0,92% 33% 39% 29%,18.436,36.005,0.000
binarytrees,julia,2,21,430,26.494,499128,0,25% 96% 29% 38%,18.832,35.763,0.000
binarytrees,julia,2,21,430,35.712,648680,0,36% 90% 39% 26%,18.546,35.905,0.000
binarytrees,julia,2,21,430,26.856,648572,0,42% 89% 32% 28%,18.661,36.110,0.000
binarytrees,graalvm,3,7,546,0.363,56844,0,10% 3% 1% 5%,1.855,0.401,0.000
binarytrees,graalvm,3,14,546,0.227,98368,0,5% 83% 16% 25%,0.190,0.247,0.000
binarytrees,graalvm,3,21,546,5.771,2079828,0,8% 10% 94% 8%,4.862,5.878,0.000
binarytrees,graalvm,3,21,546,5.568,2188528,0,42% 19% 23% 37%,4.603,5.657,0.000
binarytrees,graalvm,3,21,546,5.537,2183008,0,7% 36% 8% 70%,4.623,5.626,0.000
binarytrees,graalvm,3,21,546,5.581,2164592,0,45% 30% 38% 8%,4.611,5.663,0.000
binarytrees,graalvm,3,21,546,5.613,2176752,0,11% 28% 31% 51%,4.645,5.713,0.000
binarytrees,graalvm,3,21,546,5.560,2176096,0,92% 10% 12% 5%,4.600,5.575,0.000
binarytrees,gcc,2,7,816,0.005,19860,0,10% 12% 10% 0%,0.090,0.029,0.000
binarytrees,gcc,2,14,816,0.037,19860,0,100% 100% 0% 100%,0.015,0.045,0.000
binarytrees,gcc,2,21,816,4.278,169088,0,52% 53% 63% 99%,1.598,4.289,0.000
binarytrees,gcc,2,21,816,4.483,169088,0,100% 63% 56% 67%,1.574,4.523,0.000
binarytrees,gcc,2,21,816,4.316,169216,0,52% 55% 100% 64%,1.601,4.350,0.000
binarytrees,gcc,2,21,816,4.242,169216,0,100% 53% 50% 63%,1.596,4.274,0.000
binarytrees,gcc,2,21,816,4.354,169216,0,100% 53% 65% 50%,1.628,4.375,0.000
binarytrees,gcc,2,21,816,4.294,169216,0,49% 60% 47% 100%,1.674,4.320,0.000
binarytrees,ghc,5,7,567,0.011,19804,0,0% 0% 0% 0%,0.140,0.000,0.000
binarytrees,ghc,5,14,567,0.058,25472,0,60% 33% 66% 50%,0.029,0.061,0.000
binarytrees,ghc,5,21,567,16.604,612736,0,52% 54% 50% 45%,8.198,16.731,0.000
binarytrees,ghc,5,21,567,15.632,671276,0,48% 53% 70% 40%,7.367,15.721,0.000
binarytrees,ghc,5,21,567,16.196,607488,0,46% 50% 44% 65%,7.875,16.286,0.000
binarytrees,ghc,5,21,567,16.069,582912,0,46% 61% 33% 62%,7.931,16.156,0.000
binarytrees,ghc,5,21,567,16.203,604928,0,52% 49% 45% 56%,8.034,16.380,0.000
binarytrees,ghc,5,21,567,16.049,601728,0,44% 43% 62% 54%,7.915,16.179,0.000
binarytrees,lua,3,7,690,0.020,19828,0,5% 9% 9% 5%,0.198,0.058,0.000
binarytrees,lua,3,14,690,0.758,19828,0,57% 56% 31% 63%,0.390,0.815,0.000
binarytrees,lua,3,21,690,167.263,809856,0,59% 47% 40% 52%,83.706,167.663,0.000
binarytrees,ghc,3,7,544,0.011,19804,0,0% 0% 5% 6%,0.157,0.020,0.000
binarytrees,ghc,3,14,544,0.065,24704,0,66% 33% 50% 75%,0.032,0.071,0.000
binarytrees,ghc,3,21,544,18.182,566528,0,48% 56% 56% 57%,8.350,18.312,0.000
binarytrees,ghc,3,21,544,18.279,582144,0,52% 65% 53% 49%,8.363,18.374,0.000
binarytrees,ghc,3,21,544,17.661,675456,0,61% 57% 38% 61%,8.111,17.811,0.000
binarytrees,ghc,3,21,544,17.861,682624,0,50% 61% 57% 47%,8.289,17.953,0.000
binarytrees,ghc,3,21,544,15.866,614016,0,55% 64% 51% 57%,6.961,15.984,0.000
binarytrees,ghc,3,21,544,18.179,578048,0,44% 64% 71% 38%,8.354,18.244,0.000
binarytrees,swift,2,7,822,0.032,19656,0,0% 1% 5% 0%,0.722,0.049,0.000
binarytrees,swift,2,14,822,0.218,20352,0,87% 37% 87% 62%,0.080,0.219,0.000
binarytrees,swift,2,21,822,44.360,705152,0,77% 66% 81% 99%,13.731,44.652,0.000
binarytrees,swift,2,21,822,43.958,705024,0,79% 84% 82% 77%,13.669,44.192,0.000
binarytrees,swift,2,21,822,43.831,705152,0,70% 80% 93% 74%,13.815,44.070,0.000
binarytrees,swift,2,21,822,44.247,705152,0,77% 80% 99% 64%,13.807,44.362,0.000
binarytrees,swift,2,21,822,44.552,704896,0,78% 83% 71% 94%,13.682,44.878,0.000
binarytrees,swift,2,21,822,44.508,705152,0,79% 99% 82% 64%,13.739,44.776,0.000
binarytrees,perl,6,7,800,0.050,19860,0,0% 0% 5% 0%,1.504,0.090,0.000
binarytrees,perl,6,14,800,0.675,19860,0,0% 64% 0% 0%,1.044,0.672,0.000
binarytrees,perl,6,21,800,148.495,760192,0,90% 90% 99% 90%,40.213,149.231,0.000
binarytrees,java,4,7,846,0.191,41800,0,4% 6% 2% 0%,1.474,0.201,0.000
binarytrees,java,4,14,846,0.185,92596,0,38% 28% 83% 0%,0.126,0.190,0.000
binarytrees,java,4,21,846,5.188,1686844,0,9% 32% 69% 6%,4.460,5.277,0.000
binarytrees,java,4,21,846,5.976,1923220,0,9% 9% 51% 46%,5.231,6.099,0.000
binarytrees,java,4,21,846,5.388,1957564,0,28% 7% 15% 67%,4.614,5.463,0.000
binarytrees,java,4,21,846,5.296,1918780,0,59% 6% 5% 45%,4.571,5.316,0.000
binarytrees,java,4,21,846,5.814,1904940,0,8% 72% 5% 28%,5.091,5.870,0.000
binarytrees,java,4,21,846,5.956,1912576,0,12% 44% 53% 5%,5.218,6.027,0.000
binarytrees,csharpcore,2,7,717,0.117,31092,0,0% 21% 0% 3%,0.524,0.130,0.000
binarytrees,csharpcore,2,14,717,0.200,77440,0,38% 76% 33% 25%,0.118,0.206,0.000
binarytrees,csharpcore,2,21,717,15.594,1525312,0,76% 90% 75% 79%,4.893,15.741,0.000
binarytrees,csharpcore,2,21,717,16.137,1609680,0,79% 76% 88% 79%,5.025,16.292,0.000
binarytrees,csharpcore,2,21,717,15.241,1449112,0,80% 90% 77% 77%,4.725,15.408,0.000
binarytrees,csharpcore,2,21,717,16.109,1619108,0,79% 79% 90% 76%,5.003,16.273,0.000
binarytrees,csharpcore,2,21,717,16.152,1592160,0,79% 79% 88% 78%,5.015,16.298,0.000
binarytrees,csharpcore,2,21,717,16.060,1532308,0,78% 79% 90% 76%,4.985,16.191,0.000
binarytrees,icx,5,7,914,0.001,19684,0,0% 0% 0% 0%,0.002,0.000,0.000
binarytrees,icx,5,14,914,0.158,19684,0,66% 80% 100% 80%,0.053,0.173,0.000
binarytrees,icx,5,21,914,33.973,351488,0,83% 93% 90% 91%,9.504,34.158,0.000
binarytrees,icx,5,21,914,33.973,351488,0,89% 98% 82% 93%,9.429,34.235,0.000
binarytrees,icx,5,21,914,34.004,351488,0,87% 89% 91% 94%,9.455,34.246,0.000
binarytrees,icx,5,21,914,34.015,351488,0,98% 91% 92% 82%,9.369,34.102,0.000
binarytrees,icx,5,21,914,33.955,351488,0,97% 89% 93% 82%,9.406,34.115,0.000
binarytrees,icx,5,21,914,33.920,351488,0,95% 92% 92% 78%,9.470,34.053,0.000
binarytrees,swift,9,7,1010,0.000,0,-11,%,0.000,0.000,0.000
binarytrees,swift,9,14,1010,0.000,0,-11,%,0.000,0.000,0.000
binarytrees,swift,9,21,1010,0.000,0,-11,%,0.000,0.000,0.000
binarytrees,graalvm,6,7,535,0.359,58244,0,3% 5% 3% 7%,1.958,0.382,0.000
binarytrees,graalvm,6,14,535,0.225,98488,0,26% 11% 72% 23%,0.179,0.239,0.000
binarytrees,graalvm,6,21,535,5.562,2039380,0,7% 8% 18% 88%,4.648,5.722,0.000
binarytrees,graalvm,6,21,535,5.496,2188744,0,90% 15% 7% 8%,4.555,5.553,0.000
binarytrees,graalvm,6,21,535,5.568,2184808,0,47% 29% 11% 35%,4.554,5.615,0.000
binarytrees,graalvm,6,21,535,5.529,2197184,0,6% 8% 10% 97%,4.534,5.613,0.000
binarytrees,graalvm,6,21,535,5.512,2182104,0,47% 55% 6% 13%,4.559,5.612,0.000
binarytrees,graalvm,6,21,535,5.531,2198496,0,31% 36% 26% 27%,4.552,5.576,0.000
binarytrees,ruby,1,7,383,0.184,21104,0,1% 26% 1% 0%,0.721,0.208,0.000
binarytrees,ruby,1,14,383,0.366,24960,0,0% 0% 2% 100%,0.366,0.376,0.000
binarytrees,ruby,1,21,383,48.931,478720,0,29% 70% 0% 0%,48.943,49.187,0.000
binarytrees,ruby,1,21,383,48.955,478848,0,0% 0% 100% 0%,48.965,49.357,0.000
binarytrees,ruby,1,21,383,51.207,429568,0,0% 0% 100% 0%,51.217,51.473,0.000
binarytrees,ruby,1,21,383,51.026,428032,0,17% 83% 0% 0%,51.036,51.445,0.000
binarytrees,ruby,1,21,383,51.080,428160,0,37% 62% 0% 0%,51.093,51.450,0.000
binarytrees,ruby,1,21,383,48.923,478848,0,0% 0% 100% 0%,48.933,49.275,0.000
binarytrees,php,5,7,1048,0.038,19656,0,4% 1% 1% 1%,0.673,0.061,0.000
binarytrees,php,5,14,1048,0.408,19712,0,76% 23% 72% 76%,0.169,0.421,0.000
binarytrees,php,5,21,1048,84.750,805504,0,85% 13% 78% 79%,32.988,85.010,0.000
binarytrees,php,5,21,1048,85.382,805376,0,77% 79% 11% 88%,33.325,85.645,0.000
binarytrees,php,5,21,1048,85.141,805376,0,77% 31% 70% 78%,33.239,85.558,0.000
binarytrees,php,5,21,1048,85.240,805376,0,86% 77% 20% 71%,33.376,85.511,0.000
binarytrees,php,5,21,1048,85.938,805372,0,77% 29% 74% 75%,33.587,86.252,0.000
binarytrees,php,5,21,1048,86.459,805376,0,78% 74% 47% 58%,33.654,86.759,0.000
binarytrees,fpascal,6,7,967,0.007,19568,0,0% 0% 20% 0%,0.044,0.009,0.000
binarytrees,fpascal,6,14,967,0.033,19568,0,50% 50% 50% 100%,0.019,0.048,0.000
binarytrees,fpascal,6,21,967,5.053,132608,0,39% 100% 54% 46%,2.119,5.098,0.000
binarytrees,fpascal,6,21,967,5.028,132608,0,40% 100% 55% 47%,2.108,5.107,0.000
binarytrees,fpascal,6,21,967,5.082,132608,0,100% 47% 39% 54%,2.130,5.148,0.000
binarytrees,fpascal,6,21,967,5.032,132608,0,100% 54% 39% 47%,2.102,5.075,0.000
binarytrees,fpascal,6,21,967,5.046,132608,0,100% 39% 46% 55%,2.108,5.078,0.000
binarytrees,fpascal,6,21,967,5.043,132608,0,100% 54% 47% 40%,2.108,5.089,0.000
binarytrees,ifc,2,7,1155,0.029,19820,0,6% 1% 0% 1%,0.601,0.060,0.000
binarytrees,ifc,2,14,1155,0.055,19820,0,50% 100% 75% 50%,0.025,0.068,0.000
binarytrees,ifc,2,21,1155,6.839,140160,0,77% 71% 81% 86%,2.168,6.865,0.000
binarytrees,ifc,2,21,1155,7.369,140288,0,67% 74% 69% 100%,2.374,7.403,0.000
binarytrees,ifc,2,21,1155,6.824,140416,0,76% 70% 67% 100%,2.174,6.842,0.000
binarytrees,ifc,2,21,1155,7.374,140160,0,70% 68% 89% 86%,2.359,7.435,0.000
binarytrees,ifc,2,21,1155,6.834,140160,0,66% 69% 75% 99%,2.204,6.878,0.000
binarytrees,ifc,2,21,1155,7.351,140160,0,68% 68% 88% 86%,2.371,7.400,0.000
binarytrees,java,6,7,535,0.198,41036,0,0% 3% 11% 1%,1.305,0.231,0.000
binarytrees,java,6,14,535,0.166,104860,0,21% 7% 18% 84%,0.133,0.174,0.000
binarytrees,java,6,21,535,5.791,1939292,0,57% 5% 44% 10%,5.015,5.897,0.000
binarytrees,java,6,21,535,5.762,1913832,0,92% 6% 10% 7%,5.021,5.844,0.000
binarytrees,java,6,21,535,5.827,1946268,0,6% 92% 10% 8%,5.034,5.915,0.000
binarytrees,java,6,21,535,5.849,2053724,0,75% 9% 5% 24%,5.082,5.880,0.000
binarytrees,java,6,21,535,5.860,2065280,0,82% 6% 9% 15%,5.113,5.901,0.000
binarytrees,java,6,21,535,5.790,1930776,0,8% 26% 75% 6%,5.033,5.853,0.000
binarytrees,python3,4,7,481,0.151,19828,0,11% 0% 1% 1%,1.055,0.161,0.000
binarytrees,python3,4,14,481,0.636,19828,0,87% 65% 60% 58%,0.233,0.634,0.000
binarytrees,python3,4,21,481,127.305,277504,0,89% 99% 89% 89%,34.678,127.651,0.000
binarytrees,rust,4,7,765,0.004,19072,0,0% 0% 0% 0%,0.049,0.000,0.000
binarytrees,rust,4,14,765,0.022,19072,0,0% 100% 100% 0%,0.008,0.016,0.000
binarytrees,rust,4,21,765,4.976,198900,0,87% 87% 100% 88%,1.385,5.041,0.000
binarytrees,rust,4,21,765,4.944,169524,0,86% 87% 87% 100%,1.375,4.980,0.000
binarytrees,rust,4,21,765,4.925,194380,0,86% 88% 97% 87%,1.381,4.953,0.000
binarytrees,rust,4,21,765,4.880,173748,0,99% 88% 88% 88%,1.349,4.905,0.000
binarytrees,rust,4,21,765,4.982,155960,0,88% 89% 98% 87%,1.374,4.999,0.000
binarytrees,rust,4,21,765,4.899,149680,0,89% 88% 88% 99%,1.356,4.942,0.000
binarytrees,ghc,7,7,817,0.010,19804,0,0% 0% 6% 0%,0.140,0.009,0.000
binarytrees,ghc,7,14,817,0.040,21888,0,50% 100% 50% 0%,0.021,0.041,0.000
binarytrees,ghc,7,21,817,7.203,262800,0,58% 70% 49% 44%,3.241,7.254,0.000
binarytrees,ghc,7,21,817,6.997,244224,0,58% 51% 70% 53%,3.019,7.058,0.000
binarytrees,ghc,7,21,817,7.274,242112,0,73% 57% 57% 56%,3.009,7.362,0.000
binarytrees,ghc,7,21,817,6.023,223744,0,61% 70% 65% 56%,2.391,6.082,0.000
binarytrees,ghc,7,21,817,7.331,243328,0,61% 58% 53% 64%,3.128,7.442,0.000
binarytrees,ghc,7,21,817,7.689,251520,0,44% 59% 67% 47%,3.556,7.752,0.000
binarytrees,openj9,4,7,846,0.485,53264,0,12% 11% 7% 1%,1.821,0.585,0.000
binarytrees,openj9,4,14,846,0.390,61860,0,25% 23% 71% 10%,0.302,0.390,0.000
binarytrees,openj9,4,21,846,7.911,716792,0,41% 39% 42% 24%,5.399,8.012,0.000
binarytrees,openj9,4,21,846,9.384,563164,0,20% 26% 75% 36%,5.936,9.503,0.000
binarytrees,openj9,4,21,846,9.061,563288,0,17% 23% 42% 70%,5.968,9.173,0.000
binarytrees,openj9,4,21,846,8.948,559204,0,42% 19% 23% 66%,5.939,9.034,0.000
binarytrees,openj9,4,21,846,8.595,635876,0,25% 9% 98% 19%,5.662,8.651,0.000
binarytrees,openj9,4,21,846,9.057,583260,0,43% 29% 18% 64%,5.945,9.179,0.000
binarytrees,pharo,1,7,673,0.497,76672,0,1% 0% 0% 22%,2.074,0.485,0.000
binarytrees,pharo,1,14,673,0.370,79104,0,2% 94% 2% 0%,0.365,0.364,0.000
binarytrees,pharo,1,21,673,35.420,329088,0,44% 0% 2% 54%,35.214,35.672,0.000
binarytrees,pharo,1,21,673,35.230,329088,0,64% 35% 0% 1%,35.003,35.423,0.000
binarytrees,pharo,1,21,673,35.385,329088,0,0% 0% 99% 0%,35.174,35.667,0.000
binarytrees,pharo,1,21,673,35.270,329088,0,0% 0% 99% 0%,35.039,35.424,0.000
binarytrees,pharo,1,21,673,35.381,329088,0,56% 0% 0% 44%,35.161,35.654,0.000
binarytrees,pharo,1,21,673,35.388,329088,0,43% 56% 0% 0%,35.181,35.709,0.000
binarytrees,toit,2,7,383,0.069,68480,0,0% 10% 45% 0%,0.110,0.061,0.000
binarytrees,toit,2,14,383,1.117,74496,0,97% 0% 0% 1%,1.118,1.118,0.000
binarytrees,toit,2,21,383,637.218,787968,0,98% 0% 1% 0%,637.104,639.015,0.000
binarytrees,rust,5,7,771,0.004,19072,0,0% 0% 0% 0%,0.018,0.000,0.000
binarytrees,rust,5,14,771,0.022,19072,0,0% 100% 50% 100%,0.009,0.021,0.000
binarytrees,rust,5,21,771,3.733,143232,0,97% 84% 84% 86%,1.062,3.741,0.000
binarytrees,rust,5,21,771,3.845,198524,0,84% 85% 84% 100%,1.099,3.892,0.000
binarytrees,rust,5,21,771,3.876,198528,0,98% 83% 83% 84%,1.108,3.884,0.000
binarytrees,rust,5,21,771,3.780,198528,0,85% 84% 99% 84%,1.081,3.813,0.000
binarytrees,rust,5,21,771,3.670,135040,0,83% 86% 100% 84%,1.045,3.712,0.000
binarytrees,rust,5,21,771,3.952,173952,0,85% 85% 84% 100%,1.117,3.976,0.000
binarytrees,openj9,2,7,558,0.528,53304,0,1% 1% 23% 7%,1.701,0.577,0.000
binarytrees,openj9,2,14,558,0.359,62496,0,12% 36% 4% 92%,0.250,0.361,0.000
binarytrees,openj9,2,21,558,8.695,601712,0,38% 8% 99% 6%,5.754,8.820,0.000
binarytrees,openj9,2,21,558,8.981,569872,0,33% 27% 42% 60%,5.939,9.711,0.000
binarytrees,openj9,2,21,558,8.718,578936,0,64% 40% 15% 57%,5.863,10.395,0.000
binarytrees,openj9,2,21,558,8.744,571824,0,37% 22% 33% 58%,5.806,8.802,0.000
binarytrees,openj9,2,21,558,8.831,569856,0,64% 9% 61% 17%,5.837,8.972,0.000
binarytrees,openj9,2,21,558,8.775,569208,0,13% 14% 51% 73%,5.824,8.899,0.000
binarytrees,go,7,7,531,0.004,19804,0,0% 0% 0% 0%,0.004,0.000,0.000
binarytrees,go,7,14,531,0.375,19804,0,37% 40% 28% 20%,0.303,0.384,0.000
binarytrees,go,7,21,531,60.968,238076,0,47% 44% 49% 48%,32.413,61.228,0.000
binarytrees,go,7,21,531,60.948,248312,0,48% 46% 51% 43%,32.443,61.155,0.000
binarytrees,go,7,21,531,60.969,232220,0,49% 46% 48% 44%,32.342,61.224,0.000
binarytrees,go,7,21,531,60.895,242936,0,48% 49% 43% 46%,32.433,61.136,0.000
binarytrees,go,7,21,531,60.911,239740,0,51% 46% 43% 47%,32.343,61.128,0.000
binarytrees,go,7,21,531,60.952,235624,0,45% 50% 44% 48%,32.449,61.263,0.000
binarytrees,gnat,3,7,1275,0.015,19684,0,0% 0% 5% 0%,0.208,0.010,0.000
binarytrees,gnat,3,14,1275,0.201,19684,0,50% 40% 45% 50%,0.109,0.202,0.000
binarytrees,gnat,3,21,1275,34.207,529280,0,82% 87% 81% 81%,10.310,34.291,0.000
binarytrees,gnat,3,21,1275,33.926,529408,0,81% 87% 81% 80%,10.311,34.118,0.000
binarytrees,gnat,3,21,1275,34.083,529280,0,87% 81% 81% 82%,10.297,34.239,0.000
binarytrees,gnat,3,21,1275,34.122,529280,0,87% 81% 81% 82%,10.373,34.344,0.000
binarytrees,gnat,3,21,1275,33.940,529408,0,80% 80% 82% 87%,10.315,34.051,0.000
binarytrees,gnat,3,21,1275,34.074,529024,0,80% 80% 81% 89%,10.315,34.286,0.000
binarytrees,clang,2,7,816,0.009,19684,0,7% 7% 0% 0%,0.135,0.020,0.000
binarytrees,clang,2,14,816,0.037,19684,0,100% 100% 100% 100%,0.013,0.051,0.000
binarytrees,clang,2,21,816,5.285,170112,0,80% 80% 72% 90%,1.651,5.343,0.000
binarytrees,clang,2,21,816,5.359,170112,0,80% 72% 77% 91%,1.690,5.431,0.000
binarytrees,clang,2,21,816,5.344,170112,0,78% 78% 71% 91%,1.681,5.386,0.000
binarytrees,clang,2,21,816,5.304,170112,0,99% 80% 71% 71%,1.652,5.343,0.000
binarytrees,clang,2,21,816,5.339,170112,0,78% 71% 78% 91%,1.678,5.365,0.000
binarytrees,clang,2,21,816,5.301,170112,0,81% 72% 73% 100%,1.641,5.360,0.000
binarytrees,fpascal,5,7,959,0.007,19568,0,33% 0% 0% 0%,0.051,0.017,0.000
binarytrees,fpascal,5,14,959,0.029,19568,0,0% 100% 0% 50%,0.016,0.023,0.000
binarytrees,fpascal,5,21,959,5.035,132608,0,72% 74% 39% 54%,2.109,5.071,0.000
binarytrees,fpascal,5,21,959,5.022,132608,0,55% 46% 100% 38%,2.117,5.083,0.000
binarytrees,fpascal,5,21,959,5.017,132608,0,54% 38% 100% 45%,2.119,5.068,0.000
binarytrees,fpascal,5,21,959,5.054,132608,0,55% 41% 47% 99%,2.139,5.207,0.000
binarytrees,fpascal,5,21,959,5.004,132608,0,54% 100% 47% 39%,2.099,5.066,0.000
binarytrees,fpascal,5,21,959,5.023,132608,0,54% 46% 38% 99%,2.106,5.039,0.000
binarytrees,perl,4,7,769,0.053,19684,0,2% 0% 2% 8%,0.498,0.061,0.000
binarytrees,perl,4,14,769,1.402,35148,0,83% 74% 95% 74%,0.428,1.402,0.000
binarytrees,perl,4,21,769,287.738,2519560,0,88% 95% 88% 89%,79.540,288.414,0.000
